Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],RUL,Source
297.5,309.3,1623.0,33.4,74,52,AI4I
297.4,309.3,1365.0,52.4,76,51,AI4I
297.4,309.3,1759.0,24.8,81,50,AI4I
297.4,309.3,1516.0,43.0,83,49,AI4I
297.4,309.3,1499.0,36.8,88,48,AI4I
297.4,309.3,1775.0,25.8,91,47,AI4I
297.4,309.4,1473.0,45.5,94,46,AI4I
297.4,309.4,1296.0,52.3,96,45,AI4I
297.5,309.4,1803.0,24.7,98,44,AI4I
297.5,309.3,1563.0,36.1,100,43,AI4I
297.5,309.4,1831.0,26.6,105,42,AI4I
297.6,309.4,1958.0,22.1,108,41,AI4I
297.5,309.4,1809.0,24.3,110,40,AI4I
297.5,309.4,1482.0,39.3,112,39,AI4I
297.4,309.3,1332.0,53.2,115,38,AI4I
297.4,309.2,1437.0,40.4,117,37,AI4I
297.4,309.2,1698.0,29.4,119,36,AI4I
297.4,309.2,1274.0,54.3,121,35,AI4I
297.4,309.3,1622.0,35.0,123,34,AI4I
297.4,309.3,1564.0,36.0,126,33,AI4I
297.5,309.4,1368.0,45.3,129,32,AI4I
297.4,309.4,1539.0,42.2,134,31,AI4I
297.5,309.4,1357.0,50.1,137,30,AI4I
297.5,309.4,1433.0,48.3,139,29,AI4I
297.5,309.4,1650.0,34.6,142,28,AI4I
297.5,309.4,1503.0,40.6,144,27,AI4I
297.5,309.4,1318.0,58.2,146,26,AI4I
297.5,309.4,1678.0,34.4,148,25,AI4I
297.6,309.5,1574.0,30.9,151,24,AI4I
297.7,309.6,1529.0,35.2,153,23,AI4I
297.6,309.6,1669.0,32.1,155,22,AI4I
297.7,309.7,1570.0,35.8,160,21,AI4I
297.6,309.7,1541.0,33.7,165,20,AI4I
297.7,309.7,1680.0,30.2,168,19,AI4I
297.8,309.7,1935.0,22.1,171,18,AI4I
297.7,309.6,1596.0,35.2,173,17,AI4I
297.7,309.7,1498.0,41.0,176,16,AI4I
297.8,309.8,1676.0,29.0,178,15,AI4I
297.8,309.9,1351.0,49.0,181,14,AI4I
297.9,309.9,1472.0,45.0,183,13,AI4I
297.9,310.0,1439.0,41.7,185,12,AI4I
297.9,309.9,1410.0,55.4,188,11,AI4I
297.7,309.7,1440.0,51.1,191,10,AI4I
297.7,309.7,1591.0,37.7,196,9,AI4I
297.8,309.8,1533.0,36.8,198,8,AI4I
297.8,309.7,1700.0,31.3,200,7,AI4I
297.8,309.8,1798.0,25.5,203,6,AI4I
297.8,309.7,1394.0,42.9,206,5,AI4I
297.8,309.7,1341.0,49.2,208,4,AI4I
297.7,309.6,1697.0,32.2,210,3,AI4I
297.6,309.6,1419.0,48.2,215,2,AI4I
297.6,309.5,2001.0,20.5,220,1,AI4I
297.6,309.6,1501.0,49.8,222,0,AI4I
297.6,309.5,1623.0,33.1,224,16,AI4I
297.6,309.4,1628.0,33.4,229,15,AI4I
297.6,309.4,1491.0,40.2,231,14,AI4I
297.5,309.4,1517.0,36.7,233,13,AI4I
297.5,309.3,1525.0,41.7,235,12,AI4I
297.5,309.5,1668.0,27.9,240,11,AI4I
297.5,309.6,1312.0,50.7,0,10,AI4I
297.6,309.6,1278.0,50.4,2,9,AI4I
297.6,309.6,1330.0,53.1,7,8,AI4I
297.6,309.6,1530.0,37.3,10,7,AI4I
297.6,309.6,1428.0,46.6,13,6,AI4I
297.7,309.6,1480.0,47.9,18,5,AI4I
297.7,309.7,1616.0,31.1,20,4,AI4I
297.8,309.7,1547.0,37.3,25,3,AI4I
297.9,309.7,2194.0,16.8,27,2,AI4I
297.9,309.8,2000.0,21.3,29,1,AI4I
297.9,309.8,1336.0,71.6,31,0,AI4I
297.9,309.9,1542.0,33.8,33,142,AI4I
297.9,309.8,1693.0,29.9,35,141,AI4I
297.9,309.8,1461.0,50.5,38,140,AI4I
298.0,309.9,1565.0,33.9,40,139,AI4I
298.0,309.9,1403.0,47.7,43,138,AI4I
298.1,309.9,1629.0,32.5,45,137,AI4I
298.1,310.0,1534.0,33.7,47,136,AI4I
298.1,310.0,1553.0,40.9,49,135,AI4I
298.1,309.9,1563.0,32.8,51,134,AI4I
298.1,309.9,1634.0,30.0,53,133,AI4I
298.0,309.9,1445.0,45.2,55,132,AI4I
298.1,309.9,1642.0,30.4,58,131,AI4I
298.1,309.9,1686.0,29.1,60,130,AI4I
298.1,310.0,1393.0,43.1,65,129,AI4I
298.2,310.0,1433.0,44.2,68,128,AI4I
298.3,310.0,1507.0,44.7,73,127,AI4I
298.3,310.1,1389.0,49.6,75,126,AI4I
298.3,310.1,1408.0,45.3,78,125,AI4I
298.4,310.2,1725.0,32.0,80,124,AI4I
298.4,310.1,1926.0,23.7,83,123,AI4I
298.3,310.1,1509.0,37.6,85,122,AI4I
298.3,310.1,1545.0,36.3,90,121,AI4I
298.4,310.1,1533.0,35.2,92,120,AI4I
298.4,310.1,1455.0,42.2,94,119,AI4I
298.4,310.1,1335.0,57.8,96,118,AI4I
298.3,310.1,1523.0,45.9,99,117,AI4I
298.3,310.0,1460.0,47.6,101,116,AI4I
298.4,310.0,1554.0,37.3,103,115,AI4I
298.3,310.0,1419.0,47.1,105,114,AI4I
298.3,310.0,1442.0,43.9,110,113,AI4I
298.3,309.9,1507.0,41.6,112,112,AI4I
298.3,310.0,1858.0,23.9,114,111,AI4I
298.3,309.9,1463.0,43.9,116,110,AI4I
298.2,309.7,1585.0,37.4,118,109,AI4I
298.0,309.6,1536.0,37.3,120,108,AI4I
298.0,309.6,1403.0,51.3,122,107,AI4I
297.9,309.6,1515.0,38.8,124,106,AI4I
297.9,309.5,1390.0,47.9,127,105,AI4I
297.8,309.4,1226.0,58.7,129,104,AI4I
297.8,309.4,1495.0,36.5,132,103,AI4I
297.7,309.4,1608.0,30.2,135,102,AI4I
297.7,309.4,1392.0,44.1,140,101,AI4I
297.7,309.4,1461.0,43.7,142,100,AI4I
297.7,309.3,1559.0,36.9,145,99,AI4I
297.7,309.3,1400.0,48.9,147,98,AI4I
297.7,309.2,1732.0,28.8,152,97,AI4I
297.6,309.2,1611.0,33.1,155,96,AI4I
297.6,309.1,1503.0,38.9,157,95,AI4I
297.7,309.2,1391.0,44.5,159,94,AI4I
297.8,309.3,2015.0,20.1,161,93,AI4I
297.8,309.2,1683.0,30.9,163,92,AI4I
297.7,309.1,1435.0,38.8,165,91,AI4I
297.7,309.1,1732.0,28.1,167,90,AI4I
297.7,309.2,1365.0,58.6,170,89,AI4I
297.7,309.1,1562.0,36.8,172,88,AI4I
297.6,309.1,1449.0,49.1,174,87,AI4I
297.7,309.2,1700.0,27.4,176,86,AI4I
297.6,309.0,1427.0,45.6,179,85,AI4I
297.6,308.9,1479.0,38.1,182,84,AI4I
297.5,308.9,1469.0,44.0,185,83,AI4I
297.5,308.9,1390.0,47.4,187,82,AI4I
297.5,308.9,1729.0,28.1,189,81,AI4I
297.5,309.0,1470.0,43.5,191,80,AI4I
297.5,308.9,1459.0,48.5,193,79,AI4I
297.5,308.9,1738.0,24.0,195,78,AI4I
297.5,308.9,1471.0,37.7,197,77,AI4I
297.6,309.0,1822.0,25.4,202,76,AI4I
297.5,308.9,1554.0,34.8,204,75,AI4I
297.6,308.9,1433.0,43.2,206,74,AI4I
297.6,308.9,1449.0,47.7,209,73,AI4I
297.8,309.0,1456.0,41.2,0,72,AI4I
297.8,309.1,1424.0,45.5,2,71,AI4I
297.9,309.2,1577.0,34.7,5,70,AI4I
297.9,309.2,1478.0,39.7,10,69,AI4I
297.8,309.2,1295.0,61.2,12,68,AI4I
297.8,309.2,1372.0,47.3,15,67,AI4I
297.8,309.1,1432.0,42.6,17,66,AI4I
297.7,309.0,1656.0,33.2,20,65,AI4I
297.8,309.0,1410.0,48.8,23,64,AI4I
297.7,309.0,1874.0,24.4,28,63,AI4I
297.7,309.0,1538.0,43.2,30,62,AI4I
297.7,309.0,1636.0,29.7,32,61,AI4I
297.7,309.0,1504.0,40.4,35,60,AI4I
297.7,309.0,1531.0,42.4,38,59,AI4I
297.6,309.0,1735.0,26.4,41,58,AI4I
297.6,309.0,1354.0,55.6,46,57,AI4I
297.6,309.0,1413.0,40.2,51,56,AI4I
297.7,309.1,1563.0,39.3,56,55,AI4I
297.7,309.1,1479.0,42.1,58,54,AI4I
297.7,309.1,1477.0,38.3,60,53,AI4I
297.6,309.1,1394.0,50.0,62,52,AI4I
297.6,309.0,1487.0,45.4,64,51,AI4I
297.6,309.0,1815.0,25.3,66,50,AI4I
297.6,308.8,1453.0,39.7,69,49,AI4I
297.6,308.8,1539.0,40.2,72,48,AI4I
297.5,308.7,1416.0,39.2,74,47,AI4I
297.6,308.8,1683.0,31.6,79,46,AI4I
297.7,308.8,1515.0,40.1,82,45,AI4I
297.7,308.9,1531.0,48.3,84,44,AI4I
297.7,308.9,1479.0,40.9,87,43,AI4I
297.7,308.9,1516.0,33.7,92,42,AI4I
297.7,309.0,1507.0,38.2,94,41,AI4I
297.8,309.0,1434.0,43.3,96,40,AI4I
297.7,308.9,1838.0,27.3,99,39,AI4I
297.6,308.8,1416.0,45.9,101,38,AI4I
297.6,308.8,1357.0,49.7,104,37,AI4I
297.5,308.7,1697.0,28.1,107,36,AI4I
297.5,308.7,1443.0,46.2,110,35,AI4I
297.5,308.7,1453.0,37.6,112,34,AI4I
297.4,308.6,1439.0,46.4,114,33,AI4I
297.4,308.6,1609.0,36.2,116,32,AI4I
297.4,308.6,1324.0,59.1,118,31,AI4I
297.4,308.6,1420.0,45.8,120,30,AI4I
297.4,308.7,1545.0,36.9,125,29,AI4I
297.5,308.8,1477.0,39.0,127,28,AI4I
297.4,308.8,1447.0,58.1,129,27,AI4I
297.4,308.9,1809.0,23.8,131,26,AI4I
297.5,308.9,1696.0,30.9,133,25,AI4I
297.5,308.9,1427.0,44.7,135,24,AI4I
297.4,308.9,1500.0,46.3,137,23,AI4I
297.5,308.9,1390.0,44.6,140,22,AI4I
297.4,308.8,1640.0,34.2,142,21,AI4I
297.4,308.8,1628.0,37.4,144,20,AI4I
297.3,308.6,1499.0,37.6,147,19,AI4I
297.4,308.7,1425.0,50.3,152,18,AI4I
297.3,308.6,1586.0,37.7,155,17,AI4I
297.3,308.6,1471.0,50.7,157,16,AI4I
297.3,308.6,1431.0,53.0,160,15,AI4I
297.2,308.6,1924.0,22.1,163,14,AI4I
297.1,308.4,1421.0,42.0,165,13,AI4I
297.0,308.4,1305.0,54.6,168,12,AI4I
296.9,308.4,1557.0,32.4,173,11,AI4I
296.9,308.3,1555.0,38.2,175,10,AI4I
296.9,308.3,1474.0,39.2,177,9,AI4I
296.8,308.3,1506.0,45.9,182,8,AI4I
296.9,308.4,1390.0,41.8,184,7,AI4I
296.9,308.4,1450.0,46.9,186,6,AI4I
296.9,308.3,1513.0,38.8,189,5,AI4I
296.8,308.2,1643.0,34.7,191,4,AI4I
296.8,308.2,1361.0,53.8,193,3,AI4I
296.7,308.1,1450.0,40.9,195,2,AI4I
296.7,308.0,1451.0,50.7,197,1,AI4I
296.8,308.1,1289.0,62.0,199,0,AI4I
296.8,308.1,1356.0,48.3,201,100,AI4I
296.7,308.1,1528.0,46.3,203,99,AI4I
296.6,308.0,1978.0,22.3,208,98,AI4I
296.7,308.0,1535.0,36.8,210,97,AI4I
296.8,308.1,1843.0,24.2,212,96,AI4I
296.9,308.1,1422.0,48.7,215,95,AI4I
296.8,308.0,1536.0,40.4,217,94,AI4I
296.9,308.1,1483.0,44.3,219,93,AI4I
296.8,308.1,1492.0,43.7,222,92,AI4I
296.8,308.0,1584.0,40.4,227,91,AI4I
296.9,308.1,1555.0,33.7,229,90,AI4I
296.8,308.0,1497.0,41.7,231,89,AI4I
296.7,307.8,1537.0,36.3,233,88,AI4I
296.7,307.8,1505.0,39.4,236,87,AI4I
296.7,307.8,1646.0,34.6,238,86,AI4I
296.7,307.8,1286.0,60.5,0,85,AI4I
296.7,307.8,1400.0,47.5,3,84,AI4I
296.8,307.9,1337.0,56.5,5,83,AI4I
296.9,308.0,1332.0,53.9,7,82,AI4I
296.8,308.0,1561.0,38.3,9,81,AI4I
296.9,308.0,1546.0,31.1,11,80,AI4I
296.9,308.0,1713.0,29.3,13,79,AI4I
296.9,308.0,1343.0,44.5,15,78,AI4I
296.8,308.0,1391.0,54.4,17,77,AI4I
296.8,308.0,1311.0,58.6,19,76,AI4I
296.8,308.0,1453.0,51.0,24,75,AI4I
296.8,308.0,1510.0,39.4,29,74,AI4I
296.8,307.9,1448.0,48.8,31,73,AI4I
296.7,307.8,1453.0,46.0,33,72,AI4I
296.7,307.8,1468.0,39.2,35,71,AI4I
296.7,307.8,1382.0,47.5,37,70,AI4I
296.7,308.0,1580.0,32.2,39,69,AI4I
296.8,308.0,1666.0,29.8,41,68,AI4I
296.9,308.0,1409.0,50.7,43,67,AI4I
296.8,308.0,1675.0,29.7,46,66,AI4I
296.8,307.9,1698.0,30.8,48,65,AI4I
296.7,307.9,1579.0,33.4,50,64,AI4I
296.7,307.9,1743.0,27.9,55,63,AI4I
296.9,308.0,1497.0,44.8,57,62,AI4I
296.9,308.1,1741.0,28.8,60,61,AI4I
296.9,308.1,1435.0,45.3,62,60,AI4I
296.9,308.1,1440.0,46.3,64,59,AI4I
296.9,308.0,1641.0,33.3,67,58,AI4I
296.8,307.9,1420.0,45.4,70,57,AI4I
296.8,307.9,1611.0,35.4,72,56,AI4I
296.8,307.8,1373.0,42.9,74,55,AI4I
296.8,307.9,1683.0,31.8,76,54,AI4I
296.9,307.9,1547.0,32.6,79,53,AI4I
296.9,307.8,1605.0,37.0,84,52,AI4I
296.9,307.9,2010.0,18.9,86,51,AI4I
296.8,307.7,1565.0,40.1,89,50,AI4I
296.9,307.8,1828.0,24.6,91,49,AI4I
297.0,307.8,1579.0,34.1,94,48,AI4I
297.0,307.9,1882.0,24.2,97,47,AI4I
296.9,307.8,1285.0,52.1,100,46,AI4I
296.9,307.8,1571.0,35.0,102,45,AI4I
296.9,307.8,1549.0,37.8,104,44,AI4I
296.9,307.8,1544.0,37.6,109,43,AI4I
297.0,307.9,1412.0,47.4,112,42,AI4I
297.0,307.9,1422.0,53.0,115,41,AI4I
297.0,307.7,1867.0,22.8,118,40,AI4I
296.9,307.7,1424.0,43.3,120,39,AI4I
296.9,307.6,1452.0,45.7,122,38,AI4I
296.9,307.7,1550.0,39.7,124,37,AI4I
296.8,307.6,1588.0,37.6,126,36,AI4I
296.8,307.6,1338.0,44.4,128,35,AI4I
296.8,307.6,1513.0,40.0,130,34,AI4I
296.8,307.5,1470.0,45.9,132,33,AI4I
296.8,307.5,1516.0,36.7,135,32,AI4I
296.8,307.6,1434.0,48.3,138,31,AI4I
296.8,307.6,1368.0,52.0,140,30,AI4I
296.8,307.6,1304.0,48.7,142,29,AI4I
296.8,307.6,1398.0,46.7,144,28,AI4I
296.7,307.6,1516.0,37.4,146,27,AI4I
296.7,307.6,1474.0,41.7,148,26,AI4I
296.7,307.6,1547.0,34.7,150,25,AI4I
296.6,307.5,1482.0,39.9,153,24,AI4I
296.6,307.4,1436.0,42.8,156,23,AI4I
296.6,307.3,1474.0,40.0,158,22,AI4I
296.5,307.2,1481.0,38.2,160,21,AI4I
296.5,307.3,1501.0,42.1,162,20,AI4I
296.5,307.3,1566.0,37.2,164,19,AI4I
296.5,307.3,1579.0,34.5,166,18,AI4I
296.6,307.4,1631.0,35.0,168,17,AI4I
296.6,307.4,1544.0,42.3,170,16,AI4I
296.6,307.4,1521.0,38.6,173,15,AI4I
296.6,307.4,1616.0,28.0,175,14,AI4I
296.6,307.4,1333.0,50.2,177,13,AI4I
296.7,307.4,1533.0,32.5,182,12,AI4I
296.6,307.4,1368.0,45.1,185,11,AI4I
296.6,307.4,1465.0,47.8,187,10,AI4I
296.6,307.4,1406.0,41.5,189,9,AI4I
296.5,307.4,1565.0,43.5,194,8,AI4I
296.6,307.5,1582.0,37.9,197,7,AI4I
296.6,307.5,1439.0,45.5,199,6,AI4I
296.6,307.5,1566.0,35.0,201,5,AI4I
296.6,307.5,1485.0,42.7,204,4,AI4I
296.5,307.5,1566.0,35.1,206,3,AI4I
296.3,307.3,1439.0,41.5,208,2,AI4I
296.4,307.4,1416.0,50.0,210,1,AI4I
296.4,307.4,2833.0,5.6,213,0,AI4I
296.3,307.4,1465.0,47.1,215,32,AI4I
296.4,307.4,1586.0,35.5,0,31,AI4I
296.3,307.3,1567.0,31.4,5,30,AI4I
296.2,307.2,1389.0,48.6,7,29,AI4I
296.3,307.3,1368.0,49.5,10,28,AI4I
296.3,307.3,1444.0,49.0,13,27,AI4I
296.3,307.3,1498.0,41.6,15,26,AI4I
296.1,307.2,1615.0,30.8,18,25,AI4I
296.1,307.1,1898.0,22.7,20,24,AI4I
296.1,307.1,1350.0,53.3,22,23,AI4I
296.2,307.0,1516.0,37.6,25,22,AI4I
296.2,307.0,1542.0,40.6,28,21,AI4I
296.1,306.9,1541.0,32.6,33,20,AI4I
296.1,306.9,1951.0,23.3,38,19,AI4I
296.1,306.8,1645.0,31.0,41,18,AI4I
296.0,306.7,1416.0,44.2,46,17,AI4I
296.0,306.7,2044.0,22.3,48,16,AI4I
295.9,306.6,1414.0,50.2,51,15,AI4I
295.9,306.6,1678.0,26.7,53,14,AI4I
295.9,306.5,1594.0,33.2,55,13,AI4I
295.8,306.5,1514.0,37.7,60,12,AI4I
295.8,306.5,1358.0,49.2,63,11,AI4I
295.8,306.4,1325.0,56.2,65,10,AI4I
295.8,306.4,1339.0,53.2,67,9,AI4I
295.8,306.4,1335.0,51.7,69,8,AI4I
295.9,306.4,1892.0,21.7,72,7,AI4I
295.9,306.4,1575.0,28.5,74,6,AI4I
295.8,306.3,1444.0,45.5,76,5,AI4I
295.7,306.3,1915.0,22.4,79,4,AI4I
295.6,306.2,1584.0,33.6,81,3,AI4I
295.7,306.3,1685.0,34.9,84,2,AI4I
295.8,306.3,1337.0,54.6,87,1,AI4I
295.8,306.3,1235.0,76.2,89,0,AI4I
295.7,306.2,1464.0,46.2,92,22,AI4I
295.7,306.2,1739.0,25.9,94,21,AI4I
295.7,306.3,1490.0,34.3,97,20,AI4I
295.8,306.4,1356.0,48.0,99,19,AI4I
295.7,306.2,1397.0,52.0,101,18,AI4I
295.7,306.2,1458.0,40.6,103,17,AI4I
295.7,306.2,2161.0,16.5,105,16,AI4I
295.6,306.1,1651.0,28.1,110,15,AI4I
295.6,306.1,1389.0,46.2,113,14,AI4I
295.6,306.0,1370.0,52.4,115,13,AI4I
295.7,306.1,1408.0,47.9,117,12,AI4I
295.7,306.1,1343.0,54.4,119,11,AI4I
295.7,306.2,1423.0,42.5,121,10,AI4I
295.6,306.2,1426.0,48.6,124,9,AI4I
295.6,306.2,1435.0,51.6,126,8,AI4I
295.5,306.1,1573.0,35.1,129,7,AI4I
295.6,306.2,1612.0,31.2,131,6,AI4I
295.6,306.2,1446.0,49.9,133,5,AI4I
295.6,306.2,1329.0,55.3,135,4,AI4I
295.6,306.2,1569.0,35.1,140,3,AI4I
295.6,306.1,1256.0,62.3,142,2,AI4I
295.6,306.1,1383.0,48.7,147,1,AI4I
295.7,306.2,2270.0,14.6,149,0,AI4I
295.7,306.2,1458.0,49.8,151,22,AI4I
295.6,306.1,1474.0,41.2,156,21,AI4I
295.6,306.1,1462.0,49.2,158,20,AI4I
295.6,306.1,1669.0,29.0,161,19,AI4I
295.5,306.1,1822.0,24.3,164,18,AI4I
295.5,306.0,1456.0,39.2,167,17,AI4I
295.5,306.0,1546.0,35.9,169,16,AI4I
295.6,306.1,1490.0,42.7,171,15,AI4I
295.6,306.0,1569.0,40.4,174,14,AI4I
295.5,306.0,1621.0,29.5,176,13,AI4I
295.4,305.9,1518.0,40.6,178,12,AI4I
295.4,305.8,1526.0,38.2,181,11,AI4I
295.3,305.8,1589.0,36.2,184,10,AI4I
295.3,305.7,1475.0,51.0,187,9,AI4I
295.3,305.7,1473.0,38.5,189,8,AI4I
295.4,305.8,1407.0,50.7,192,7,AI4I
295.5,305.9,1518.0,44.1,194,6,AI4I
295.5,305.9,1593.0,37.2,197,5,AI4I
295.5,305.9,1380.0,52.4,202,4,AI4I
295.5,306.0,1423.0,45.3,205,3,AI4I
295.5,306.0,1800.0,27.6,208,2,AI4I
295.6,306.1,1623.0,30.9,210,1,AI4I
295.6,306.1,1372.0,55.6,215,0,AI4I
295.6,306.0,1396.0,52.4,0,89,AI4I
295.6,306.0,1949.0,21.9,5,88,AI4I
295.6,306.0,1419.0,51.1,7,87,AI4I
295.5,305.9,1453.0,47.3,9,86,AI4I
295.5,305.9,1542.0,36.2,12,85,AI4I
295.6,306.0,1363.0,50.0,14,84,AI4I
295.5,306.0,1597.0,37.2,16,83,AI4I
295.5,306.0,1326.0,50.8,18,82,AI4I
295.5,306.0,1641.0,36.6,21,81,AI4I
295.6,306.1,1418.0,46.2,24,80,AI4I
295.6,306.2,1263.0,61.8,27,79,AI4I
295.6,306.2,1823.0,25.8,29,78,AI4I
295.5,306.1,1488.0,40.7,31,77,AI4I
295.6,306.2,1443.0,48.9,33,76,AI4I
295.6,306.2,1650.0,28.2,35,75,AI4I
295.7,306.3,1462.0,44.3,37,74,AI4I
295.6,306.2,1477.0,45.0,40,73,AI4I
295.7,306.3,1712.0,28.5,43,72,AI4I
295.7,306.3,1347.0,50.4,46,71,AI4I
295.6,306.2,1287.0,54.8,49,70,AI4I
295.6,306.2,1428.0,44.5,51,69,AI4I
295.6,306.3,1426.0,45.5,53,68,AI4I
295.6,306.3,1636.0,32.7,56,67,AI4I
295.6,306.2,1424.0,42.5,58,66,AI4I
295.6,306.3,1509.0,35.8,60,65,AI4I
295.5,306.2,1448.0,48.9,65,64,AI4I
295.5,306.1,1650.0,32.8,67,63,AI4I
295.6,306.2,1414.0,42.5,69,62,AI4I
295.6,306.3,1911.0,20.9,74,61,AI4I
295.6,306.2,1632.0,32.2,76,60,AI4I
295.7,306.4,1387.0,40.1,81,59,AI4I
295.8,306.4,1399.0,47.6,84,58,AI4I
295.8,306.5,1505.0,35.2,86,57,AI4I
295.8,306.5,1534.0,37.9,88,56,AI4I
295.8,306.5,1493.0,40.5,90,55,AI4I
295.8,306.6,1480.0,43.2,92,54,AI4I
295.8,306.6,1621.0,31.6,95,53,AI4I
295.7,306.5,1737.0,26.2,97,52,AI4I
295.8,306.6,1508.0,46.5,99,51,AI4I
295.8,306.5,1641.0,32.2,101,50,AI4I
295.9,306.6,1532.0,38.6,104,49,AI4I
295.9,306.7,1547.0,40.9,107,48,AI4I
295.9,306.6,1412.0,41.0,109,47,AI4I
295.8,306.5,1568.0,35.1,111,46,AI4I
295.9,306.6,1557.0,41.1,113,45,AI4I
295.8,306.6,1644.0,35.2,115,44,AI4I
295.9,306.6,1679.0,30.4,117,43,AI4I
296.0,306.6,1511.0,35.2,119,42,AI4I
296.0,306.6,1628.0,36.8,121,41,AI4I
296.0,306.6,1392.0,51.3,124,40,AI4I
296.0,306.7,1917.0,21.0,127,39,AI4I
296.2,306.8,1526.0,42.3,129,38,AI4I
296.2,306.8,1389.0,53.3,132,37,AI4I
296.1,306.7,1409.0,42.8,134,36,AI4I
296.2,306.8,1655.0,31.1,136,35,AI4I
296.2,306.9,1516.0,39.1,138,34,AI4I
296.2,306.9,1526.0,34.9,140,33,AI4I
296.3,307.1,1419.0,48.6,142,32,AI4I
296.4,307.2,1748.0,25.3,144,31,AI4I
296.4,307.1,1638.0,32.5,146,30,AI4I
296.3,307.1,1534.0,33.8,151,29,AI4I
296.3,307.1,1774.0,25.9,154,28,AI4I
296.2,307.0,2119.0,18.3,159,27,AI4I
296.2,307.0,1414.0,48.3,162,26,AI4I
296.1,307.0,1523.0,42.0,164,25,AI4I
296.1,307.1,1651.0,35.7,167,24,AI4I
296.1,307.1,1485.0,36.0,169,23,AI4I
296.2,307.2,1168.0,63.4,172,22,AI4I
296.3,307.3,1566.0,35.8,175,21,AI4I
296.3,307.2,1286.0,51.1,177,20,AI4I
296.3,307.2,1446.0,45.9,180,19,AI4I
296.4,307.2,2071.0,19.4,183,18,AI4I
296.3,307.1,1560.0,33.2,186,17,AI4I
296.3,307.1,1654.0,29.6,188,16,AI4I
296.3,307.1,1662.0,32.9,190,15,AI4I
296.3,307.2,1646.0,35.0,192,14,AI4I
296.2,307.1,1444.0,46.7,194,13,AI4I
296.3,307.2,1424.0,42.0,196,12,AI4I
296.2,307.2,1382.0,52.0,201,11,AI4I
296.2,307.1,1413.0,53.4,203,10,AI4I
296.2,307.2,1633.0,31.1,0,9,AI4I
296.2,307.1,1441.0,41.7,3,8,AI4I
296.2,307.2,1385.0,44.0,5,7,AI4I
296.2,307.2,1552.0,34.8,8,6,AI4I
296.2,307.3,1451.0,42.8,11,5,AI4I
296.1,307.1,1433.0,38.5,14,4,AI4I
296.1,307.2,1619.0,29.7,17,3,AI4I
296.2,307.2,1445.0,41.8,20,2,AI4I
296.2,307.2,1356.0,43.6,22,1,AI4I
296.3,307.2,1319.0,68.3,24,0,AI4I
296.3,307.2,1637.0,31.6,27,68,AI4I
296.3,307.2,1291.0,58.6,29,67,AI4I
296.3,307.3,1398.0,52.7,31,66,AI4I
296.3,307.3,1372.0,57.7,33,65,AI4I
296.3,307.2,1454.0,42.5,35,64,AI4I
296.2,307.2,1515.0,36.5,38,63,AI4I
296.2,307.3,1881.0,24.3,40,62,AI4I
296.2,307.3,1711.0,29.9,42,61,AI4I
296.2,307.3,1475.0,37.0,44,60,AI4I
296.4,307.4,1512.0,36.8,46,59,AI4I
296.3,307.4,1335.0,50.5,48,58,AI4I
296.3,307.4,1472.0,39.9,51,57,AI4I
296.2,307.3,1477.0,35.2,53,56,AI4I
296.3,307.4,1760.0,28.4,56,55,AI4I
296.4,307.5,1549.0,36.1,58,54,AI4I
296.3,307.4,1648.0,34.0,60,53,AI4I
296.4,307.5,1556.0,38.0,62,52,AI4I
296.3,307.4,1958.0,19.1,67,51,AI4I
296.4,307.4,1403.0,48.4,70,50,AI4I
296.4,307.5,1684.0,31.4,72,49,AI4I
296.4,307.5,1596.0,35.1,75,48,AI4I
296.6,307.6,1498.0,41.1,80,47,AI4I
296.7,307.7,1524.0,36.8,82,46,AI4I
296.7,307.7,1502.0,43.9,84,45,AI4I
296.6,307.6,1809.0,25.1,86,44,AI4I
296.6,307.6,1542.0,37.4,88,43,AI4I
296.5,307.6,1431.0,45.2,90,42,AI4I
296.5,307.6,1512.0,43.6,92,41,AI4I
296.4,307.5,1403.0,52.8,94,40,AI4I
296.4,307.5,1331.0,47.8,99,39,AI4I
296.6,307.7,1474.0,52.6,101,38,AI4I
296.5,307.6,1607.0,33.5,104,37,AI4I
296.5,307.6,1415.0,44.2,106,36,AI4I
296.6,307.6,1671.0,28.8,108,35,AI4I
296.6,307.7,1556.0,37.7,110,34,AI4I
296.7,307.7,1927.0,23.9,112,33,AI4I
296.7,307.7,1597.0,32.1,114,32,AI4I
296.8,307.8,1627.0,30.5,117,31,AI4I
296.8,307.8,1480.0,39.4,122,30,AI4I
296.8,307.8,1565.0,39.5,124,29,AI4I
296.8,307.8,1573.0,36.4,126,28,AI4I
296.7,307.8,1605.0,31.3,128,27,AI4I
296.7,307.9,1874.0,21.3,130,26,AI4I
296.7,307.9,1424.0,53.8,133,25,AI4I
296.7,307.9,1420.0,50.1,138,24,AI4I
296.8,307.9,1372.0,49.0,140,23,AI4I
296.8,307.8,1664.0,32.8,142,22,AI4I
296.8,307.9,1409.0,44.3,145,21,AI4I
296.8,307.9,1718.0,25.2,148,20,AI4I
296.9,307.8,1544.0,40.3,150,19,AI4I
296.9,307.8,1466.0,45.7,153,18,AI4I
296.8,307.8,1394.0,47.7,155,17,AI4I
296.9,307.8,1840.0,24.6,157,16,AI4I
