udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1
71,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,1,10.100000000000023,4553.4662800150945,0.10031185025971318,0.011746361740256568,0,1,298.86,0.054772255751133085,0.0,298.9,308.93999999999994,0.054772255749822134,0.0,309.0,1601.2,206.51561684289157,514.0,1410.0,38.7,17.007792331751926,-43.1,65.7,187.6,4.979959839195508,2.0,191.0
72,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,0,10.200000000000045,6918.415341735443,0.13498622580235106,0.03133608813268864,1,1,298.86,0.05477225575113309,0.0,298.9,308.97999999999996,0.0836660026531243,0.10000000000002274,309.0,1555.8,210.05761114513325,-472.0,1924.0,42.06,16.177546167450725,22.9,22.6,190.6,4.505552130427542,3.0,193.0
73,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,0,10.200000000000045,6365.243707291352,0.1446311174984433,0.03243243240874183,1,1,298.88,0.0447213595506798,0.0,298.9,309.02,0.08366600265328225,0.0,309.1,1536.4,224.4132349038265,-83.0,1452.0,42.12,16.18755694970676,-1.1000000000000014,45.5,193.4,3.646916505762117,2.0,196.0
74,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,0,10.100000000000023,5834.984755267443,0.12562814062460542,0.02198492460930595,1,1,298.91999999999996,0.0447213595505527,0.10000000000002274,298.9,309.06,0.05477225575052525,0.0,309.1,1549.4,225.61205641543185,223.0,1369.0,42.64,15.835182348176467,-9.399999999999999,44.4,195.6,3.646916505762117,2.0,198.0
75,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,0,10.100000000000023,5415.299392674381,0.12617114295679502,0.020174890680715242,1,1,298.91999999999996,0.0447213595505527,-0.10000000000002274,299.0,309.06000000000006,0.05477225575052525,-0.10000000000002274,309.1,1587.6,211.85915132464777,9.0,1592.0,35.96,9.42141178380393,-2.700000000000003,35.0,197.8,3.4928498393146197,2.0,200.0
76,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,0,10.099999999999966,6743.878925877506,0.14793328488184676,0.033865119627363945,1,1,298.9,0.0707106781190533,-0.0999999999999659,298.9,309.0400000000001,0.08944271909993293,-0.10000000000002274,309.0,1478.6,112.34010859884367,-222.0,1601.0,40.78,6.628499075959774,14.400000000000006,32.3,200.0,3.1622776601684026,2.0,202.0
77,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,0,10.099999999999966,7328.487430808518,0.14099931544079444,0.03278576315346628,1,1,298.88,0.08366600265379058,0.0,298.8,309.0,0.09999999999980819,0.0,308.9,1480.4,111.87850553167034,82.0,1379.0,41.260000000000005,7.124113979997764,1.1999999999999957,46.7,202.0,3.1622776601684026,2.0,204.0
78,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,0,10.099999999999966,6292.767164773035,0.14295532636223002,0.028384879705577397,1,1,298.86,0.08944271910039969,0.0,298.8,308.96000000000004,0.0894427190996088,0.0,308.9,1497.6,95.9468602925598,-6.0,1461.0,40.64,6.914332939626178,-6.600000000000001,47.9,204.0,3.1622776601684026,2.0,206.0
79,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,0,10.099999999999966,7539.508209350145,0.0,0.03683834046005841,0,1,298.82000000000005,0.0447213595510087,0.0,298.8,308.91999999999996,0.044721359548868446,0.0,308.9,1458.8,87.04136947452048,-57.0,1455.0,43.94,7.4651188871979555,10.200000000000003,41.3,164.0,91.706052144883,-208.0,208.0
80,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,0,10.099999999999966,5564.367964087218,0.0014265335225203042,0.02703281025175976,0,1,298.8,0.0,0.0,298.8,308.9,0.0,0.0,308.9,1419.0,36.70830968595507,4.0,1398.0,45.059999999999995,5.422914345626311,-13.600000000000001,51.5,124.0,112.29425630903836,2.0,0.0
81,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,2,10.0,7550.870302780627,0.002768166088049712,0.034532871948420155,0,0,298.8,0.0,0.0,298.8,308.88,0.04472135954845853,-0.0999999999999659,308.9,1432.2,29.97832550360314,43.0,1402.0,45.7,5.83780780773054,12.0,37.9,84.0,112.29425630903836,2.0,2.0
82,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,0,10.0,7212.573133866567,0.006206896547443519,0.03275862066706302,0,0,298.82000000000005,0.0447213595510087,0.0999999999999659,298.8,308.88,0.04472135954845853,0.0999999999999659,308.8,1430.0,27.649593125396674,5.0,1445.0,45.62,5.802757964968007,-2.3999999999999986,49.9,44.6,91.40459507048865,5.0,4.0
83,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,0,10.0,6208.038410905718,0.0075705436974738164,0.028079834805175608,0,0,298.84000000000003,0.05477225575126412,0.0,298.9,308.88,0.04472135954845853,0.0,308.9,1429.6,27.208454568387076,3.0,1450.0,45.519999999999996,5.899321994941423,-6.700000000000003,47.5,5.2,4.6583258795406515,2.0,9.0
84,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,0,10.0,6168.716142858287,0.008849557516099688,0.027297481261199807,0,0,298.88,0.08366600265380418,0.10000000000002274,298.9,308.9,0.07071067811783183,0.10000000000002274,308.9,1443.8,25.033976911389544,16.0,1453.0,43.239999999999995,5.1679783281278935,-0.6999999999999957,40.8,7.8,4.6583258795406515,2.0,11.0
85,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,0,10.0,7088.187008735435,0.010548523199332964,0.033473980285883276,0,0,298.9,0.07071067811906938,-0.10000000000002274,299.0,308.9,0.07071067811783183,-0.10000000000002274,309.0,1447.8,16.99117417955525,-47.0,1469.0,45.18,4.430237013975621,7.5,40.1,10.4,4.219004621945582,2.0,13.0
86,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,1,10.0,5062.906944721215,0.009423503320718679,0.014855875823250623,0,0,298.94,0.05477225575092035,0.10000000000002274,298.9,308.93999999999994,0.0547722557498312,0.10000000000002274,308.9,1519.6,159.8821440937042,382.0,1422.0,40.559999999999995,8.475435092076369,-20.8,47.6,13.0,3.1622776601680918,2.0,15.0
87,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,2,10.0,6601.575250645399,0.013927576591972439,0.0305710306193795,0,0,298.96,0.054772255750839924,0.0,299.0,308.96,0.05477225575001541,0.0,309.0,1516.8,161.51996780584125,-368.0,1804.0,39.839999999999996,7.869752219733448,17.099999999999998,26.8,15.2,3.492849839314336,3.0,17.0
88,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,0,10.0,5141.656200571199,0.016191709834072726,0.020595854908940506,0,0,298.98,0.0447213595502993,0.0,299.0,308.97999999999996,0.0447213595496136,0.0,309.0,1535.0,157.61345120261782,108.0,1436.0,38.040000000000006,8.591449237468584,-12.099999999999998,43.9,18.0,4.690415759823235,5.0,20.0
89,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,1,10.0,6716.599429668835,0.01902748413035413,0.031853417877481735,0,0,298.98,0.0447213595502993,0.0,299.0,308.97999999999996,0.0447213595496136,0.0,309.0,1525.0,164.29242222330276,-125.0,1544.0,39.06,9.179760345455623,13.400000000000002,31.8,20.8,5.118593556827713,2.0,25.0
90,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,1,10.0,6150.871896585897,0.02017484867506735,0.026563550755505344,0,0,298.97999999999996,0.0447213595502993,-0.10000000000002274,299.0,308.98,0.0447213595496136,-0.10000000000002274,309.0,1538.0,156.49121381087178,68.0,1419.0,37.44,7.9248343831274815,-5.700000000000003,45.2,23.8,5.263078946776134,3.0,27.0
91,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,0,10.0,4736.2022526989,0.018824871637863734,0.014717626916875283,0,0,298.96,0.054772255750819815,0.0,298.9,308.96,0.05477225575001541,0.0,308.9,1527.8,135.0062961494759,266.0,1487.0,37.24,8.265772801135991,-13.7,39.5,27.0,4.949747468305648,3.0,30.0
92,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,0,10.0,4771.765081537536,0.019125683049658095,0.013606557369613902,0,0,298.93999999999994,0.054772255750860026,0.0,298.9,308.94,0.0547722557498312,0.0,308.9,1606.6,176.60492631860527,77.0,1753.0,33.44,8.78936857800374,-0.9000000000000021,25.8,30.0,4.123105625617439,2.0,33.0
93,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,1,10.0,4901.062563183781,0.02142443542476871,0.01569195135165492,0,0,298.91999999999996,0.04472135955045103,0.0,298.9,308.91999999999996,0.044721359548936766,0.0,308.9,1643.2,179.329863659124,-103.0,1830.0,32.5,9.24797275082488,2.200000000000003,24.9,32.4,3.9749213828701286,2.0,35.0
94,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,0,9.899999999999977,6529.276731710787,0.02758620687752675,0.02965517239334126,0,0,298.93999999999994,0.0894427191002154,0.20000000000004547,298.9,308.91999999999996,0.044721359548936766,0.10000000000002274,308.9,1649.4,169.9302798208724,-277.0,1727.0,32.06,8.516043682367973,15.899999999999999,27.1,35.0,3.807886552931715,3.0,37.0
95,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,0,9.899999999999977,5418.388625450411,0.025893958060484612,0.019667077669749025,0,0,298.96,0.08944271910020109,-0.10000000000002274,299.1,308.91999999999996,0.044721359548936766,-0.10000000000002274,309.0,1676.4,146.83085506799992,172.0,1450.0,30.54,7.47014056092651,-11.100000000000001,43.0,37.4,3.6469165057618445,2.0,40.0
96,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,1,10.0,7385.06751449967,0.03256846777752149,0.03863804586333231,0,0,298.97999999999996,0.08366600265361947,0.0,299.0,308.94,0.0547722557498312,0.10000000000002274,308.9,1596.0,196.1721183043095,-271.0,1622.0,35.82,11.516379639452651,20.300000000000004,31.9,39.6,3.6469165057618445,2.0,42.0
97,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,1,10.0,5822.156585265284,0.029841269822323,0.022412698398468125,0,0,299.0,0.07071067811889503,0.0,299.0,308.96,0.05477225575001541,0.0,309.0,1545.0,147.15128269913245,224.0,1351.0,37.9,9.872942823697484,-16.900000000000006,52.2,42.0,3.807886552931715,3.0,44.0
98,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,1,10.0,5479.4611866361965,0.02857142855510204,0.017085714275951017,0,0,299.0,0.07071067811889503,-0.10000000000002274,299.0,308.96,0.05477225575001541,-0.10000000000002274,309.0,1549.6,154.44189846023005,175.0,1575.0,38.46,9.160949732424015,-5.399999999999999,35.3,44.6,3.9749213828701286,3.0,47.0
99,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,0,9.900000000000034,5235.809732399286,0.03466317852540014,0.02138652712793556,0,0,298.96,0.054772255750836676,0.0,298.9,308.91999999999996,0.08366600265282025,-0.0999999999999659,308.9,1565.4,145.4864254836169,-221.0,1750.0,36.4,9.042123644365828,2.8000000000000043,29.9,47.2,4.438468204234223,3.0,50.0
100,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,0,10.0,7081.275504897538,0.036112934973005294,0.029152987505480635,0,0,298.91999999999996,0.08366600265362965,-0.0999999999999659,298.9,308.9,0.09999999999939643,0.0,308.8,1545.6,142.5650728614832,-6.0,1529.0,38.9,9.213305595713173,11.699999999999996,32.7,49.8,4.438468204234223,2.0,53.0
101,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,0,10.099999999999966,4848.524662040247,0.0307775377803577,0.013498920079104254,0,1,298.88,0.08366600265364495,0.0,298.8,308.88,0.08366600265255995,0.0999999999999659,308.8,1645.8,147.5726939511508,329.0,1523.0,33.46,7.20923019468788,-19.4,44.4,52.4,3.9749213828701286,2.0,55.0
102,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,0,10.0,4315.888571575122,0.029633350060455373,0.01039678552968519,0,0,298.84000000000003,0.054772255750933974,0.0,298.8,308.84,0.05477225574886149,-0.0999999999999659,308.9,1729.0,204.11393876950203,139.0,1852.0,30.54,9.009605984725379,-4.300000000000001,25.0,54.8,3.4928498393143363,2.0,57.0
103,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,0,10.0,6611.272299969481,0.03922829579470849,0.02610932474205188,0,0,298.82,0.04472135955056304,0.0,298.8,308.82000000000005,0.044721359547770574,0.0,308.8,1690.0,217.30163368000717,-436.0,1991.0,32.68,10.032297842468566,19.900000000000002,20.7,57.0,3.1622776601680926,2.0,59.0
104,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,1,10.0,6111.497268660904,0.043719639109146675,0.028105482284451432,0,0,298.8,0.0,0.0,298.8,308.82000000000005,0.044721359547770574,0.0,308.8,1672.4,236.33196990673952,-114.0,1555.0,34.239999999999995,10.625111764118037,-0.10000000000000142,40.6,59.0,3.1622776601680926,2.0,61.0
105,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,0,9.899999999999977,6590.01418968019,0.04551724134791914,0.029931034462116524,0,0,298.8,0.0,0.0,298.8,308.8,0.07071067811713747,-0.10000000000002274,308.8,1657.8,249.74326817754272,9.0,1441.0,34.040000000000006,10.392930289384196,2.8999999999999986,40.5,61.2,3.4928498393143363,3.0,63.0
106,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,0,9.899999999999977,5181.543955296277,0.042740414806574215,0.019547454418889092,0,0,298.8,0.0,0.0,298.8,308.76000000000005,0.054772255748265386,0.0,308.7,1605.6,225.0617692990083,141.0,1450.0,35.260000000000005,9.374593324512777,-12.299999999999997,43.4,63.4,3.6469165057618445,2.0,66.0
107,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,0,9.899999999999977,7339.022238173556,0.048442906540869954,0.03356401381760275,0,0,298.8,0.0,0.0,298.8,308.73999999999995,0.05477225574809804,0.0,308.7,1496.4,71.1463280851515,-146.0,1591.0,40.82,6.329849919231875,17.4,31.1,65.6,3.646916505761846,2.0,68.0
108,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,1,10.0,7336.624155781315,0.04809619235264115,0.031262525029216746,0,0,298.8,0.0,0.0,298.8,308.73999999999995,0.05477225574809804,0.10000000000002274,308.7,1484.8,63.52322409953715,52.0,1445.0,42.06,6.8609766068687215,-1.7000000000000028,48.5,67.8,3.492849839314339,2.0,70.0
109,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,2,9.900000000000034,5550.848643701271,0.046267735936910706,0.02017273286849307,0,0,298.82,0.04472135955053444,0.0999999999999659,298.8,308.74,0.05477225574809804,0.0,308.8,1520.8,81.07527366589656,124.0,1497.0,40.5,8.082388260904057,-14.099999999999994,46.8,70.2,3.492849839314339,3.0,72.0
110,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,0,9.800000000000011,5613.523417140386,0.05089058520935713,0.02169211194548848,0,0,298.84,0.054772255750876894,0.0,298.9,308.73999999999995,0.05477225574809804,-0.10000000000002274,308.8,1545.2,72.32703505605646,-49.0,1621.0,38.64,8.314926337617164,1.3999999999999986,32.7,73.0,4.690415759823238,5.0,75.0
111,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,0,9.800000000000011,4410.79608564007,0.04380341878001954,0.012019230762810239,0,0,298.84000000000003,0.054772255750876894,-0.0999999999999659,298.9,308.72,0.08366600265170517,-0.0999999999999659,308.7,1601.4,165.705461587722,300.0,1572.0,36.92,10.786658426037206,-11.600000000000001,34.1,75.8,5.118593556827716,2.0,80.0
112,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,2,9.900000000000034,6828.408712210095,0.05603735820144272,0.02901934621146141,0,0,298.82,0.08366600265369845,-0.10000000000002274,298.8,308.7,0.09999999999848196,0.0,308.6,1612.2,154.33308135328605,-373.0,1872.0,35.92,9.61259590329269,21.0,22.5,78.6,4.979959839195314,2.0,82.0
113,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,1,9.899999999999977,6196.3726301853885,0.05941255002709442,0.026368491304159882,0,0,298.82,0.08366600265369845,0.10000000000002274,298.7,308.67999999999995,0.08366600265148225,0.0999999999999659,308.6,1612.4,154.1470077555838,-1.0,1499.0,34.46,7.959145682797829,-4.0,43.5,82.0,5.147815070493328,5.0,84.0
114,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,1,9.800000000000011,6520.208000917424,0.06191117088700459,0.028196500653972743,0,0,298.8,0.07071067811906084,0.0,298.8,308.64,0.05477225574725548,-0.0999999999999659,308.7,1585.4,163.78583577342704,-12.0,1498.0,36.3,8.495881355103746,2.3999999999999986,39.5,85.4,4.979959839195314,3.0,89.0
115,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,0,9.800000000000011,5172.318144870235,0.05654761901395974,0.01749999998958333,0,0,298.78,0.044721359550720326,0.0,298.8,308.62,0.044721359545803606,0.0,308.6,1607.0,168.62680688431485,194.0,1486.0,35.36,9.04256600750027,-12.5,41.9,88.4,5.412947441089577,3.0,92.0
116,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,0,9.800000000000011,6848.326409633855,0.06778476585060463,0.0319357092718828,0,0,298.78000000000003,0.044721359550720326,0.0,298.8,308.62,0.044721359545803606,0.0,308.6,1518.8,94.33292108272707,-249.0,1680.0,40.0,6.343500610861468,16.300000000000004,29.4,91.4,5.128352561983056,2.0,95.0
117,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,0,9.800000000000011,5584.955867943743,0.06329923269610023,0.021803069039767857,0,0,298.82000000000005,0.04472135955053602,0.0999999999999659,298.8,308.64,0.05477225574725548,0.0999999999999659,308.6,1531.8,95.39496842077162,133.0,1431.0,38.120000000000005,6.439099315898121,-11.600000000000001,45.7,94.4,3.9749213828701264,2.0,97.0
118,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,0,9.800000000000011,5525.747318399087,0.06316447775912165,0.020637898673772418,0,0,298.82,0.04472135955053602,-0.0999999999999659,298.9,308.62,0.044721359545803606,-0.0999999999999659,308.7,1552.0,97.1262065562123,35.0,1564.0,36.82000000000001,6.7399554894672375,-1.1000000000000014,34.1,96.8,3.4928498393143315,2.0,99.0
119,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,1,9.800000000000011,5023.0610778981845,0.06033977735188062,0.01646162857852277,0,0,298.82,0.04472135955053602,0.0,298.8,308.62,0.044721359545803606,0.0,308.6,1596.2,109.12699024531014,108.0,1599.0,34.06,6.961537186570173,-4.899999999999999,33.0,99.0,3.1622776601680878,2.0,101.0
120,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,0,9.800000000000011,6252.491946954015,0.07225630533588527,0.0277436945959484,0,0,298.8,0.07071067811906535,-0.10000000000002274,298.8,308.6,0.07071067811587285,-0.10000000000002274,308.6,1553.6,109.80801427946875,-240.0,1707.0,36.32,6.904491291905547,12.600000000000001,28.1,101.2,3.4928498393143315,3.0,103.0
121,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,0,9.800000000000011,6707.834386165318,0.07536636421816723,0.031193300745852547,0,0,298.82,0.08366600265369548,0.19999999999998863,298.7,308.62,0.08366600265117057,0.19999999999998863,308.5,1554.0,109.25200226998139,-34.0,1467.0,36.120000000000005,6.571301241002386,4.0,40.7,103.4,3.6469165057618387,2.0,106.0
122,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,0,9.800000000000011,6721.919193228914,0.07060333756700683,0.026444159161460746,0,0,298.82,0.08366600265369548,0.0,298.9,308.62,0.08366600265117057,0.0,308.7,1552.8,109.14760647856653,125.0,1433.0,37.54,6.789182572298347,-3.5,44.7,105.6,3.6469165057618387,2.0,108.0
123,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,0,9.800000000000011,6955.171975782444,0.0854961831408426,0.03870229004679215,0,0,298.86,0.11401754251004792,0.10000000000002274,298.9,308.65999999999997,0.11401754250846032,0.10000000000002274,308.7,1495.0,148.12663501207342,-248.0,1558.0,41.08,8.280821215314326,9.5,41.2,107.8,3.4928498393143315,2.0,110.0
124,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,0,9.800000000000011,7026.318577410739,0.07373868041802155,0.0280724450012468,0,0,298.88,0.10954451150113215,-0.10000000000002274,299.0,308.67999999999995,0.10954451149962371,-0.10000000000002274,308.8,1462.8,100.29805581365981,236.0,1310.0,44.14,4.011608156338303,-7.300000000000004,50.7,110.0,3.1622776601680878,2.0,112.0
125,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,0,9.800000000000011,5317.019902494581,0.06716850025062622,0.017023740580762163,0,0,298.91999999999996,0.04472135955005143,0.0,298.9,308.72,0.044721359547040526,0.0,308.7,1514.8,155.32449903347515,181.0,1546.0,41.88,7.814537734248896,-14.0,43.4,112.0,3.1622776601680878,2.0,114.0
126,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,0,9.700000000000045,5260.28273917075,0.0756410255925378,0.020641025627794216,0,0,298.91999999999996,0.04472135955005143,0.0,298.9,308.7,0.07071067811662701,-0.0999999999999659,308.7,1540.2,148.85294756906907,-167.0,1727.0,39.38,8.642453355384667,2.8000000000000043,29.4,114.0,3.1622776601680878,2.0,116.0
127,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,0,9.600000000000023,8419.939550518684,0.09029345365666407,0.04552294955190146,0,0,298.94,0.054772255750490294,0.10000000000002274,298.9,308.68,0.08366600265156675,0.0,308.6,1494.4,174.9494212622609,-231.0,1560.0,43.24,12.913287730086399,28.299999999999997,32.2,116.0,3.1622776601680878,2.0,118.0
128,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,0,9.700000000000045,6880.559150259685,0.08634111812714712,0.03290870485993722,0,0,298.91999999999996,0.04472135955005143,-0.10000000000002274,299.0,308.64,0.054772255747344366,0.0,308.6,1515.0,152.42211125686464,84.0,1329.0,42.4,12.43442801257862,-14.0,60.5,118.0,3.1622776601680878,2.0,120.0
129,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,0,9.600000000000023,6414.9437030711415,0.07813484557143362,0.024322621282720464,0,0,298.93999999999994,0.054772255750490294,0.10000000000002274,298.9,308.62,0.04472135954591247,0.0,308.6,1523.2,155.57699058665463,174.0,1413.0,41.440000000000005,12.522899025385447,-7.899999999999999,46.5,120.0,3.1622776601680878,2.0,122.0
130,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,0,9.600000000000023,5599.75276934215,0.08082103907580433,0.02200128285952451,0,0,298.94,0.054772255750490294,-0.10000000000002274,299.0,308.58000000000004,0.04472135954553116,-0.10000000000002274,308.6,1489.6,112.82641534676189,-28.0,1587.0,42.42,11.494650929889078,-4.300000000000004,38.6,122.0,3.1622776601680878,2.0,124.0
131,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,0,9.599999999999966,6339.765390870739,0.0868974880604905,0.02790224030692312,0,0,298.91999999999996,0.08366600265343772,-0.0999999999999659,298.9,308.54,0.08944271909755884,-0.10000000000002274,308.5,1472.2,105.74119348673925,-86.0,1559.0,44.2,10.123734488813898,6.800000000000004,34.3,124.0,3.1622776601680878,2.0,126.0
132,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,0,9.599999999999966,5038.580545606917,0.07484168101621089,0.01594703510883878,0,0,298.88,0.08366600265353623,0.0,298.8,308.5,0.09999999999763359,0.0,308.4,1553.8,123.53622950373719,264.0,1473.0,37.64,7.094927765664669,-13.400000000000002,41.1,126.0,3.1622776601680878,2.0,128.0
